time,open,high,low,close,Volume,Volume MA
2020-08-19T02:00:00Z,3050,3050,3000,3000,103980600,111092685
2020-08-24T02:00:00Z,3010,3020,2990,3000,76713900,109864190
2020-08-25T02:00:00Z,3010,3010,2980,2980,100013600,111391765
2020-08-26T02:00:00Z,2980,3050,2980,3020,122465300,113990925
2020-08-27T02:00:00Z,3020,3040,2970,2990,102787800,112267060
2020-08-28T02:00:00Z,2990,2990,2940,2960,160569500,117360095
2020-08-31T02:00:00Z,2960,2980,2860,2860,204261100,122437885
2020-09-01T02:00:00Z,2900,2910,2860,2900,90565400,121248555
2020-09-02T02:00:00Z,2900,2970,2900,2950,107589800,121838795
2020-09-03T02:00:00Z,2950,2960,2880,2900,123106100,115211110
2020-09-04T02:00:00Z,2850,2890,2840,2860,143569100,117588665
2020-09-07T02:00:00Z,2870,2910,2870,2900,62206600,114663040
2020-09-08T02:00:00Z,2890,2900,2860,2860,80068200,115081500
2020-09-09T02:00:00Z,2850,2860,2800,2800,108397400,116584010
2020-09-10T02:00:00Z,2800,2800,2620,2700,287496300,127684555
2020-09-11T02:00:00Z,2670,2840,2650,2810,197756800,128787745
2020-09-14T02:00:00Z,2830,2890,2820,2890,127562700,129619140
2020-09-15T02:00:00Z,2890,2900,2810,2830,106215900,126884605
2020-09-16T02:00:00Z,2810,2830,2770,2790,68113400,125639900
2020-09-17T02:00:00Z,2810,2850,2780,2820,97257400,123534845
2020-09-18T02:00:00Z,2850,2890,2840,2890,162116700,126441650
2020-09-21T02:00:00Z,2890,2910,2800,2810,100305100,127621210
2020-09-22T02:00:00Z,2790,2810,2750,2780,75891600,126415110
2020-09-23T02:00:00Z,2770,2810,2740,2800,85953300,124589510
2020-09-24T02:00:00Z,2750,2760,2710,2730,74516800,123175960
2020-09-25T02:00:00Z,2720,2740,2670,2690,180968900,124195930
2020-09-28T02:00:00Z,2710,2730,2660,2660,89256700,118445710
2020-09-29T02:00:00Z,2690,2690,2630,2630,155853900,121710135
2020-09-30T02:00:00Z,2630,2650,2540,2560,235611600,128111225
2020-10-01T02:00:00Z,2600,2760,2600,2750,225006000,133206220
2020-10-02T02:00:00Z,2750,2750,2650,2680,140161900,133035860
2020-10-05T02:00:00Z,2690,2710,2640,2650,124720200,136161540
2020-10-06T02:00:00Z,2680,2700,2620,2650,148977400,139607000
2020-10-07T02:00:00Z,2650,2670,2620,2660,110186000,139696430
